cell,n_informative,concept_a,concept_b,l2,l2_std,n_reps
ninf10_gradual,10,5,15,1.7021,0.251,5
ninf10_gradual,10,5,16,1.8634,0.2689,5
ninf10_gradual,10,5,17,1.7299,0.2694,5
ninf10_gradual,10,5,18,1.5245,0.2498,5
ninf10_gradual,10,5,19,1.5649,0.3065,5
ninf10_gradual,10,5,20,1.6487,0.348,5
ninf10_gradual,10,5,21,1.5559,0.3074,5
ninf10_gradual,10,5,22,1.4831,0.2352,5
ninf10_gradual,10,5,23,1.6574,0.2696,5
ninf10_gradual,10,5,24,1.7829,0.2863,5
ninf10_gradual,10,6,7,0.6246,0.0691,5
ninf10_gradual,10,6,8,0.8881,0.0937,5
ninf10_gradual,10,6,9,0.8096,0.1173,5
ninf10_gradual,10,6,10,0.9542,0.1413,5
ninf10_gradual,10,6,11,1.4578,0.1612,5
ninf10_gradual,10,6,12,1.7056,0.1529,5
ninf10_gradual,10,6,13,1.556,0.1119,5
ninf10_gradual,10,6,14,1.3563,0.092,5
ninf10_gradual,10,6,15,1.5502,0.1095,5
ninf10_gradual,10,6,16,1.7116,0.1184,5
ninf10_gradual,10,6,17,1.5782,0.1241,5
ninf10_gradual,10,6,18,1.3809,0.1495,5
ninf10_gradual,10,6,19,1.4697,0.226,5
ninf10_gradual,10,6,20,1.575,0.2584,5
ninf10_gradual,10,6,21,1.5026,0.2069,5
ninf10_gradual,10,6,22,1.4693,0.1699,5
ninf10_gradual,10,6,23,1.6792,0.283,5
ninf10_gradual,10,6,24,1.8157,0.3152,5
ninf10_gradual,10,7,8,0.2708,0.0279,5
ninf10_gradual,10,7,9,0.3255,0.0426,5
ninf10_gradual,10,7,10,0.916,0.0789,5
ninf10_gradual,10,7,11,1.5876,0.1443,5
ninf10_gradual,10,7,12,1.8692,0.1594,5
ninf10_gradual,10,7,13,1.7191,0.1496,5
ninf10_gradual,10,7,14,1.4724,0.1531,5
ninf10_gradual,10,7,15,1.6046,0.0888,5
ninf10_gradual,10,7,16,1.7429,0.0561,5
ninf10_gradual,10,7,17,1.6259,0.0516,5
ninf10_gradual,10,7,18,1.4728,0.1026,5
ninf10_gradual,10,7,19,1.6042,0.1477,5
ninf10_gradual,10,7,20,1.7175,0.1631,5
ninf10_gradual,10,7,21,1.6719,0.1098,5
ninf10_gradual,10,7,22,1.678,0.1576,5
ninf10_gradual,10,7,23,1.8991,0.3033,5
ninf10_gradual,10,7,24,2.032,0.3474,5
ninf10_gradual,10,8,9,0.2958,0.0245,5
ninf10_gradual,10,8,10,0.9934,0.0816,5
ninf10_gradual,10,8,11,1.6832,0.1528,5
ninf10_gradual,10,8,12,1.9683,0.1737,5
ninf10_gradual,10,8,13,1.8251,0.1724,5
ninf10_gradual,10,8,14,1.5809,0.1864,5
ninf10_gradual,10,8,15,1.6962,0.132,5
ninf10_gradual,10,8,16,1.825,0.1052,5
ninf10_gradual,10,8,17,1.72,0.0914,5
ninf10_gradual,10,8,18,1.5911,0.102,5
ninf10_gradual,10,8,19,1.7309,0.1264,5
ninf10_gradual,10,8,20,1.8414,0.1364,5
ninf10_gradual,10,8,21,1.8054,0.0907,5
ninf10_gradual,10,8,22,1.8217,0.1766,5
ninf10_gradual,10,8,23,2.0378,0.3233,5
ninf10_gradual,10,8,24,2.1655,0.3711,5
ninf10_gradual,10,9,10,0.7073,0.0581,5
ninf10_gradual,10,9,11,1.3957,0.1287,5
ninf10_gradual,10,9,12,1.681,0.1491,5
ninf10_gradual,10,9,13,1.5432,0.148,5
ninf10_gradual,10,9,14,1.3562,0.1577,5
ninf10_gradual,10,9,15,1.5805,0.0979,5
ninf10_gradual,10,9,16,1.7521,0.0898,5
ninf10_gradual,10,9,17,1.6444,0.0702,5
ninf10_gradual,10,9,18,1.5037,0.0544,5
ninf10_gradual,10,9,19,1.6449,0.0978,5
ninf10_gradual,10,9,20,1.7558,0.1166,5
ninf10_gradual,10,9,21,1.7045,0.053,5
ninf10_gradual,10,9,22,1.6907,0.1547,5
ninf10_gradual,10,9,23,1.8953,0.3065,5
ninf10_gradual,10,9,24,2.0234,0.3548,5
ninf10_gradual,10,10,11,0.6932,0.0715,5
ninf10_gradual,10,10,12,0.977,0.0943,5
ninf10_gradual,10,10,13,0.8604,0.103,5
ninf10_gradual,10,10,14,0.9488,0.0658,5
ninf10_gradual,10,10,15,1.488,0.1037,5
ninf10_gradual,10,10,16,1.7499,0.155,5
ninf10_gradual,10,10,17,1.6426,0.1425,5
ninf10_gradual,10,10,18,1.4761,0.1083,5
ninf10_gradual,10,10,19,1.5949,0.1219,5
ninf10_gradual,10,10,20,1.6936,0.1465,5
ninf10_gradual,10,10,21,1.6052,0.1043,5
ninf10_gradual,10,10,22,1.5087,0.1734,5
ninf10_gradual,10,10,23,1.6709,0.2798,5
ninf10_gradual,10,10,24,1.792,0.3177,5
ninf10_gradual,10,11,12,0.2931,0.0265,5
ninf10_gradual,10,11,13,0.3146,0.0274,5
ninf10_gradual,10,11,14,0.9576,0.1086,5
ninf10_gradual,10,11,15,1.6902,0.2232,5
ninf10_gradual,10,11,16,1.9946,0.2707,5
ninf10_gradual,10,11,17,1.9015,0.2641,5
ninf10_gradual,10,11,18,1.7366,0.2528,5
ninf10_gradual,10,11,19,1.8183,0.2582,5
ninf10_gradual,10,11,20,1.8909,0.283,5
ninf10_gradual,10,11,21,1.7806,0.2592,5
ninf10_gradual,10,11,22,1.6169,0.2869,5
ninf10_gradual,10,11,23,1.706,0.3187,5
ninf10_gradual,10,11,24,1.8029,0.3373,5
ninf10_gradual,10,12,13,0.3059,0.0452,5
ninf10_gradual,10,12,14,1.0728,0.149,5
ninf10_gradual,10,12,15,1.8248,0.2567,5
ninf10_gradual,10,12,16,2.1341,0.3024,5
ninf10_gradual,10,12,17,2.0501,0.2928,5
ninf10_gradual,10,12,18,1.8951,0.2836,5
ninf10_gradual,10,12,19,1.9661,0.2935,5
ninf10_gradual,10,12,20,2.0303,0.3221,5
ninf10_gradual,10,12,21,1.9186,0.298,5
ninf10_gradual,10,12,22,1.743,0.3188,5
ninf10_gradual,10,12,23,1.8044,0.3386,5
ninf10_gradual,10,12,24,1.8889,0.3517,5
ninf10_gradual,10,13,14,0.7768,0.1075,5
ninf10_gradual,10,13,15,1.5278,0.2138,5
ninf10_gradual,10,13,16,1.8371,0.2599,5
ninf10_gradual,10,13,17,1.7569,0.2507,5
ninf10_gradual,10,13,18,1.6351,0.2499,5
ninf10_gradual,10,13,19,1.7717,0.276,5
ninf10_gradual,10,13,20,1.8688,0.3081,5
ninf10_gradual,10,13,21,1.7596,0.2758,5
ninf10_gradual,10,13,22,1.5956,0.2762,5
ninf10_gradual,10,13,23,1.6844,0.2903,5
ninf10_gradual,10,13,24,1.7835,0.3051,5
ninf10_gradual,10,14,15,0.7544,0.108,5
ninf10_gradual,10,14,16,1.0637,0.1541,5
ninf10_gradual,10,14,17,1.001,0.1472,5
ninf10_gradual,10,14,18,1.0456,0.1754,5
ninf10_gradual,10,14,19,1.4335,0.2232,5
ninf10_gradual,10,14,20,1.6319,0.2518,5
ninf10_gradual,10,14,21,1.5445,0.2166,5
ninf10_gradual,10,14,22,1.4396,0.2053,5
ninf10_gradual,10,14,23,1.5971,0.2587,5
ninf10_gradual,10,14,24,1.7241,0.2884,5
ninf10_gradual,10,15,16,0.3149,0.0467,5
ninf10_gradual,10,15,17,0.3502,0.0584,5
ninf10_gradual,10,15,18,0.8458,0.1128,5
ninf10_gradual,10,15,19,1.4727,0.1693,5
ninf10_gradual,10,15,20,1.7392,0.1978,5
ninf10_gradual,10,15,21,1.6916,0.1664,5
ninf10_gradual,10,15,22,1.6663,0.1548,5
ninf10_gradual,10,15,23,1.8555,0.2499,5
ninf10_gradual,10,15,24,1.9859,0.2929,5
ninf10_gradual,10,16,17,0.278,0.0297,5
ninf10_gradual,10,16,18,0.9193,0.0996,5
ninf10_gradual,10,16,19,1.5701,0.1678,5
ninf10_gradual,10,16,20,1.8467,0.1957,5
ninf10_gradual,10,16,21,1.8172,0.1614,5
ninf10_gradual,10,16,22,1.8243,0.1332,5
ninf10_gradual,10,16,23,2.0231,0.2367,5
ninf10_gradual,10,16,24,2.1523,0.284,5
ninf10_gradual,10,17,18,0.6522,0.0706,5
ninf10_gradual,10,17,19,1.3014,0.1401,5
ninf10_gradual,10,17,20,1.5784,0.1673,5
ninf10_gradual,10,17,21,1.5549,0.1346,5
ninf10_gradual,10,17,22,1.6018,0.1312,5
ninf10_gradual,10,17,23,1.8632,0.2343,5
ninf10_gradual,10,17,24,2.015,0.2783,5
ninf10_gradual,10,18,19,0.6536,0.0694,5
ninf10_gradual,10,18,20,0.9296,0.0963,5
ninf10_gradual,10,18,21,0.9258,0.0698,5
ninf10_gradual,10,18,22,1.1225,0.1458,5
ninf10_gradual,10,18,23,1.5731,0.2119,5
ninf10_gradual,10,18,24,1.7803,0.2456,5
ninf10_gradual,10,19,20,0.2847,0.0309,5
ninf10_gradual,10,19,21,0.3797,0.0512,5
ninf10_gradual,10,19,22,0.9114,0.1136,5
ninf10_gradual,10,19,23,1.5365,0.1619,5
ninf10_gradual,10,19,24,1.7778,0.1965,5
ninf10_gradual,10,20,21,0.274,0.0454,5
ninf10_gradual,10,20,22,0.915,0.1056,5
ninf10_gradual,10,20,23,1.5645,0.1701,5
ninf10_gradual,10,20,24,1.8093,0.2023,5
ninf10_gradual,10,21,22,0.6499,0.0619,5
ninf10_gradual,10,21,23,1.298,0.1286,5
ninf10_gradual,10,21,24,1.5425,0.1589,5
ninf10_gradual,10,22,23,0.6537,0.0689,5
ninf10_gradual,10,22,24,0.8971,0.0977,5
ninf10_gradual,10,23,24,0.2516,0.0371,5
ninf15_gradual,15,0,1,0.339,0.0518,5
ninf15_gradual,15,0,2,1.1836,0.1617,5
ninf15_gradual,15,0,3,2.0178,0.286,5
ninf15_gradual,15,0,4,2.3839,0.3463,5
ninf15_gradual,15,0,5,2.3072,0.3363,5
ninf15_gradual,15,0,6,2.2846,0.3056,5
ninf15_gradual,15,0,7,2.5686,0.2824,5
ninf15_gradual,15,0,8,2.7425,0.263,5
ninf15_gradual,15,0,9,2.6172,0.2635,5
ninf15_gradual,15,0,10,2.485,0.2205,5
ninf15_gradual,15,0,11,2.6945,0.1299,5
ninf15_gradual,15,0,12,2.8396,0.1275,5
ninf15_gradual,15,0,13,2.6915,0.1323,5
ninf15_gradual,15,0,14,2.4812,0.1599,5
ninf15_gradual,15,0,15,2.6003,0.2849,5
ninf15_gradual,15,0,16,2.7298,0.3399,5
ninf15_gradual,15,0,17,2.5824,0.3105,5
ninf15_gradual,15,0,18,2.3493,0.2552,5
ninf15_gradual,15,0,19,2.3965,0.3157,5
ninf15_gradual,15,0,20,2.4834,0.3649,5
ninf15_gradual,15,0,21,2.3773,0.3354,5
ninf15_gradual,15,0,22,2.3047,0.3145,5
ninf15_gradual,15,0,23,2.5322,0.3335,5
ninf15_gradual,15,0,24,2.6949,0.3647,5
ninf15_gradual,15,1,2,0.8617,0.1062,5
ninf15_gradual,15,1,3,1.6948,0.2312,5
ninf15_gradual,15,1,4,2.0597,0.291,5
ninf15_gradual,15,1,5,1.9878,0.2769,5
ninf15_gradual,15,1,6,2.0106,0.2447,5
ninf15_gradual,15,1,7,2.3691,0.2278,5
ninf15_gradual,15,1,8,2.5732,0.2138,5
ninf15_gradual,15,1,9,2.4403,0.2174,5
ninf15_gradual,15,1,10,2.2978,0.1689,5
ninf15_gradual,15,1,11,2.5213,0.0544,5
ninf15_gradual,15,1,12,2.677,0.059,5
ninf15_gradual,15,1,13,2.5184,0.0756,5
ninf15_gradual,15,1,14,2.2981,0.1157,5
ninf15_gradual,15,1,15,2.4333,0.2459,5
ninf15_gradual,15,1,16,2.5732,0.2962,5
ninf15_gradual,15,1,17,2.4145,0.2679,5
ninf15_gradual,15,1,18,2.1621,0.2214,5
ninf15_gradual,15,1,19,2.2159,0.2844,5
ninf15_gradual,15,1,20,2.3106,0.3372,5
ninf15_gradual,15,1,21,2.2002,0.3044,5
ninf15_gradual,15,1,22,2.1286,0.2787,5
ninf15_gradual,15,1,23,2.3766,0.3018,5
ninf15_gradual,15,1,24,2.5539,0.3355,5
ninf15_gradual,15,2,3,0.8394,0.1243,5
ninf15_gradual,15,2,4,1.2032,0.1834,5
ninf15_gradual,15,2,5,1.1625,0.1712,5
ninf15_gradual,15,2,6,1.4161,0.1383,5
ninf15_gradual,15,2,7,2.0359,0.1415,5
ninf15_gradual,15,2,8,2.3246,0.1462,5
ninf15_gradual,15,2,9,2.1802,0.1619,5
ninf15_gradual,15,2,10,2.0103,0.1557,5
ninf15_gradual,15,2,11,2.2504,0.1661,5
ninf15_gradual,15,2,12,2.4258,0.1723,5
ninf15_gradual,15,2,13,2.2468,0.1667,5
ninf15_gradual,15,2,14,2.0147,0.1459,5
ninf15_gradual,15,2,15,2.1874,0.1775,5
ninf15_gradual,15,2,16,2.3487,0.1937,5
ninf15_gradual,15,2,17,2.1769,0.1958,5
ninf15_gradual,15,2,18,1.916,0.2157,5
ninf15_gradual,15,2,19,2.0148,0.2365,5
ninf15_gradual,15,2,20,2.1297,0.2866,5
ninf15_gradual,15,2,21,2.0064,0.2571,5
ninf15_gradual,15,2,22,1.915,0.2177,5
ninf15_gradual,15,2,23,2.1688,0.2383,5
ninf15_gradual,15,2,24,2.3635,0.2774,5
ninf15_gradual,15,3,4,0.3769,0.0641,5
ninf15_gradual,15,3,5,0.4884,0.0485,5
ninf15_gradual,15,3,6,1.2005,0.0678,5
ninf15_gradual,15,3,7,2.0327,0.1397,5
ninf15_gradual,15,3,8,2.374,0.1801,5
ninf15_gradual,15,3,9,2.2374,0.1788,5
ninf15_gradual,15,3,10,2.0603,0.2233,5
ninf15_gradual,15,3,11,2.2799,0.3055,5
ninf15_gradual,15,3,12,2.4546,0.3121,5
ninf15_gradual,15,3,13,2.2777,0.2845,5
ninf15_gradual,15,3,14,2.0712,0.2153,5
ninf15_gradual,15,3,15,2.2574,0.184,5
ninf15_gradual,15,3,16,2.4179,0.1776,5
ninf15_gradual,15,3,17,2.2499,0.2281,5
ninf15_gradual,15,3,18,2.0098,0.3029,5
ninf15_gradual,15,3,19,2.1281,0.2956,5
ninf15_gradual,15,3,20,2.2452,0.3256,5
ninf15_gradual,15,3,21,2.1271,0.3207,5
ninf15_gradual,15,3,22,2.0381,0.3003,5
ninf15_gradual,15,3,23,2.2728,0.2892,5
ninf15_gradual,15,3,24,2.4645,0.3165,5
ninf15_gradual,15,4,5,0.3887,0.0301,5
ninf15_gradual,15,4,6,1.2339,0.117,5
ninf15_gradual,15,4,7,2.0935,0.1947,5
ninf15_gradual,15,4,8,2.4421,0.2393,5
ninf15_gradual,15,4,9,2.3133,0.229,5
ninf15_gradual,15,4,10,2.1436,0.2747,5
ninf15_gradual,15,4,11,2.354,0.3644,5
ninf15_gradual,15,4,12,2.5264,0.3704,5
ninf15_gradual,15,4,13,2.3584,0.3252,5
ninf15_gradual,15,4,14,2.1744,0.2166,5
ninf15_gradual,15,4,15,2.3607,0.1759,5
ninf15_gradual,15,4,16,2.5167,0.1712,5
ninf15_gradual,15,4,17,2.3577,0.2375,5
ninf15_gradual,15,4,18,2.1395,0.3224,5
ninf15_gradual,15,4,19,2.263,0.32,5
ninf15_gradual,15,4,20,2.3775,0.3463,5
ninf15_gradual,15,4,21,2.2641,0.3514,5
ninf15_gradual,15,4,22,2.1734,0.3444,5
ninf15_gradual,15,4,23,2.3869,0.331,5
ninf15_gradual,15,4,24,2.5707,0.355,5
ninf15_gradual,15,5,6,0.8553,0.0881,5
ninf15_gradual,15,5,7,1.714,0.1676,5
ninf15_gradual,15,5,8,2.0625,0.2131,5
ninf15_gradual,15,5,9,1.9418,0.1992,5
ninf15_gradual,15,5,10,1.8409,0.2492,5
ninf15_gradual,15,5,11,2.1737,0.3303,5
ninf15_gradual,15,5,12,2.3926,0.3317,5
ninf15_gradual,15,5,13,2.2284,0.2725,5
ninf15_gradual,15,5,14,2.0348,0.1626,5
ninf15_gradual,15,5,15,2.236,0.1534,5
ninf15_gradual,15,5,16,2.4046,0.1511,5
ninf15_gradual,15,5,17,2.2408,0.2203,5
ninf15_gradual,15,5,18,2.0162,0.2765,5
ninf15_gradual,15,5,19,2.1519,0.2211,5
ninf15_gradual,15,5,20,2.2716,0.2521,5
ninf15_gradual,15,5,21,2.1448,0.2576,5
ninf15_gradual,15,5,22,2.0379,0.2756,5
ninf15_gradual,15,5,23,2.2495,0.2962,5
ninf15_gradual,15,5,24,2.4388,0.3307,5
ninf15_gradual,15,6,7,0.8634,0.0785,5
ninf15_gradual,15,6,8,1.2109,0.1234,5
ninf15_gradual,15,6,9,1.1208,0.1196,5
ninf15_gradual,15,6,10,1.2978,0.1919,5
ninf15_gradual,15,6,11,1.9635,0.2559,5
ninf15_gradual,15,6,12,2.2769,0.2623,5
ninf15_gradual,15,6,13,2.1323,0.1938,5
ninf15_gradual,15,6,14,1.9291,0.196,5
ninf15_gradual,15,6,15,2.1472,0.2641,5
ninf15_gradual,15,6,16,2.3332,0.2634,5
ninf15_gradual,15,6,17,2.1687,0.3098,5
ninf15_gradual,15,6,18,1.9471,0.2914,5
ninf15_gradual,15,6,19,2.0931,0.1093,5
ninf15_gradual,15,6,20,2.2146,0.131,5
ninf15_gradual,15,6,21,2.0703,0.0928,5
ninf15_gradual,15,6,22,1.9391,0.1427,5
ninf15_gradual,15,6,23,2.1326,0.2404,5
ninf15_gradual,15,6,24,2.3201,0.2949,5
ninf15_gradual,15,7,8,0.3622,0.0391,5
ninf15_gradual,15,7,9,0.4473,0.0609,5
ninf15_gradual,15,7,10,1.2079,0.1319,5
ninf15_gradual,15,7,11,2.1131,0.2149,5
ninf15_gradual,15,7,12,2.4744,0.2432,5
ninf15_gradual,15,7,13,2.3669,0.2017,5
ninf15_gradual,15,7,14,2.1881,0.2745,5
ninf15_gradual,15,7,15,2.3914,0.3594,5
ninf15_gradual,15,7,16,2.569,0.3658,5
ninf15_gradual,15,7,17,2.4266,0.3951,5
ninf15_gradual,15,7,18,2.2375,0.351,5
ninf15_gradual,15,7,19,2.3609,0.2353,5
ninf15_gradual,15,7,20,2.4684,0.2289,5
ninf15_gradual,15,7,21,2.3256,0.1706,5
ninf15_gradual,15,7,22,2.1979,0.0628,5
ninf15_gradual,15,7,23,2.3522,0.1377,5
ninf15_gradual,15,7,24,2.514,0.2069,5
ninf15_gradual,15,8,9,0.3944,0.0541,5
ninf15_gradual,15,8,10,1.2948,0.1466,5
ninf15_gradual,15,8,11,2.2239,0.2348,5
ninf15_gradual,15,8,12,2.5903,0.2678,5
ninf15_gradual,15,8,13,2.5009,0.2342,5
ninf15_gradual,15,8,14,2.3469,0.298,5
ninf15_gradual,15,8,15,2.5499,0.3833,5
ninf15_gradual,15,8,16,2.7239,0.394,5
ninf15_gradual,15,8,17,2.5922,0.4182,5
ninf15_gradual,15,8,18,2.4162,0.3722,5
ninf15_gradual,15,8,19,2.5255,0.2871,5
ninf15_gradual,15,8,20,2.6244,0.2852,5
ninf15_gradual,15,8,21,2.4858,0.231,5
ninf15_gradual,15,8,22,2.3639,0.0951,5
ninf15_gradual,15,8,23,2.5036,0.0892,5
ninf15_gradual,15,8,24,2.6539,0.1623,5
ninf15_gradual,15,9,10,0.9142,0.0947,5
ninf15_gradual,15,9,11,1.8428,0.1832,5
ninf15_gradual,15,9,12,2.2089,0.217,5
ninf15_gradual,15,9,13,2.1301,0.1919,5
ninf15_gradual,15,9,14,2.0434,0.2744,5
ninf15_gradual,15,9,15,2.3586,0.3384,5
ninf15_gradual,15,9,16,2.5769,0.3446,5
ninf15_gradual,15,9,17,2.4365,0.379,5
ninf15_gradual,15,9,18,2.2364,0.3528,5
ninf15_gradual,15,9,19,2.3434,0.2607,5
ninf15_gradual,15,9,20,2.4483,0.2565,5
ninf15_gradual,15,9,21,2.2997,0.2106,5
ninf15_gradual,15,9,22,2.1618,0.098,5
ninf15_gradual,15,9,23,2.3107,0.0963,5
ninf15_gradual,15,9,24,2.47,0.1604,5
ninf15_gradual,15,10,11,0.9341,0.0902,5
ninf15_gradual,15,10,12,1.2989,0.125,5
ninf15_gradual,15,10,13,1.2499,0.1277,5
ninf15_gradual,15,10,14,1.4225,0.2072,5
ninf15_gradual,15,10,15,2.0544,0.2165,5
ninf15_gradual,15,10,16,2.3718,0.2152,5
ninf15_gradual,15,10,17,2.222,0.2539,5
ninf15_gradual,15,10,18,1.9795,0.2656,5
ninf15_gradual,15,10,19,2.0743,0.1806,5
ninf15_gradual,15,10,20,2.189,0.2046,5
ninf15_gradual,15,10,21,2.0292,0.1655,5
ninf15_gradual,15,10,22,1.8646,0.097,5
ninf15_gradual,15,10,23,2.0349,0.1179,5
ninf15_gradual,15,10,24,2.2108,0.1556,5
ninf15_gradual,15,11,12,0.3788,0.0383,5
ninf15_gradual,15,11,13,0.492,0.0596,5
ninf15_gradual,15,11,14,1.239,0.0965,5
ninf15_gradual,15,11,15,2.12,0.1607,5
ninf15_gradual,15,11,16,2.4919,0.1907,5
ninf15_gradual,15,11,17,2.3595,0.1876,5
ninf15_gradual,15,11,18,2.1258,0.2365,5
ninf15_gradual,15,11,19,2.1925,0.2687,5
ninf15_gradual,15,11,20,2.3001,0.3179,5
ninf15_gradual,15,11,21,2.1556,0.2772,5
ninf15_gradual,15,11,22,1.9949,0.1743,5
ninf15_gradual,15,11,23,2.1449,0.1775,5
ninf15_gradual,15,11,24,2.3051,0.1986,5
ninf15_gradual,15,12,13,0.407,0.029,5
ninf15_gradual,15,12,14,1.3105,0.1157,5
ninf15_gradual,15,12,15,2.2171,0.2044,5
ninf15_gradual,15,12,16,2.5939,0.2412,5
ninf15_gradual,15,12,17,2.4711,0.2278,5
ninf15_gradual,15,12,18,2.2502,0.2776,5
ninf15_gradual,15,12,19,2.3105,0.3248,5
ninf15_gradual,15,12,20,2.4154,0.3663,5
ninf15_gradual,15,12,21,2.283,0.3267,5
ninf15_gradual,15,12,22,2.1351,0.218,5
ninf15_gradual,15,12,23,2.2784,0.2073,5
ninf15_gradual,15,12,24,2.4281,0.227,5
ninf15_gradual,15,13,14,0.9191,0.0912,5
ninf15_gradual,15,13,15,1.8243,0.1798,5
ninf15_gradual,15,13,16,2.2009,0.2171,5
ninf15_gradual,15,13,17,2.0849,0.2025,5
ninf15_gradual,15,13,18,1.9175,0.2571,5
ninf15_gradual,15,13,19,2.0811,0.3221,5
ninf15_gradual,15,13,20,2.2295,0.375,5
ninf15_gradual,15,13,21,2.0912,0.3336,5
ninf15_gradual,15,13,22,1.9328,0.2138,5
ninf15_gradual,15,13,23,2.0962,0.1815,5
ninf15_gradual,15,13,24,2.258,0.1965,5
ninf15_gradual,15,14,15,0.911,0.0895,5
ninf15_gradual,15,14,16,1.2865,0.1266,5
ninf15_gradual,15,14,17,1.1908,0.1294,5
ninf15_gradual,15,14,18,1.2504,0.1954,5
ninf15_gradual,15,14,19,1.7387,0.3509,5
ninf15_gradual,15,14,20,1.9945,0.4206,5
ninf15_gradual,15,14,21,1.8537,0.3606,5
ninf15_gradual,15,14,22,1.6911,0.2118,5
ninf15_gradual,15,14,23,1.8911,0.1572,5
ninf15_gradual,15,14,24,2.0706,0.1665,5
ninf15_gradual,15,15,16,0.3849,0.04,5
ninf15_gradual,15,15,17,0.4215,0.0643,5
ninf15_gradual,15,15,18,1.0514,0.2276,5
ninf15_gradual,15,15,19,1.8357,0.4252,5
ninf15_gradual,15,15,20,2.1568,0.4876,5
ninf15_gradual,15,15,21,2.0413,0.4053,5
ninf15_gradual,15,15,22,1.9081,0.219,5
ninf15_gradual,15,15,23,2.0977,0.1211,5
ninf15_gradual,15,15,24,2.2579,0.1497,5
ninf15_gradual,15,16,17,0.3466,0.083,5
ninf15_gradual,15,16,18,1.1544,0.2615,5
ninf15_gradual,15,16,19,1.9744,0.4609,5
ninf15_gradual,15,16,20,2.3019,0.5211,5
ninf15_gradual,15,16,21,2.2039,0.4302,5
ninf15_gradual,15,16,22,2.0965,0.2274,5
ninf15_gradual,15,16,23,2.2838,0.1045,5
ninf15_gradual,15,16,24,2.4336,0.1489,5
ninf15_gradual,15,17,18,0.8204,0.1773,5
ninf15_gradual,15,17,19,1.6402,0.3767,5
ninf15_gradual,15,17,20,1.9671,0.4368,5
ninf15_gradual,15,17,21,1.8768,0.343,5
ninf15_gradual,15,17,22,1.8242,0.1399,5
ninf15_gradual,15,17,23,2.1027,0.1315,5
ninf15_gradual,15,17,24,2.2882,0.2053,5
ninf15_gradual,15,18,19,0.8252,0.2001,5
ninf15_gradual,15,18,20,1.1519,0.2598,5
ninf15_gradual,15,18,21,1.0924,0.1638,5
ninf15_gradual,15,18,22,1.2623,0.0952,5
ninf15_gradual,15,18,23,1.8218,0.262,5
ninf15_gradual,15,18,24,2.0972,0.3249,5
ninf15_gradual,15,19,20,0.3393,0.0599,5
ninf15_gradual,15,19,21,0.4423,0.0376,5
ninf15_gradual,15,19,22,1.1136,0.1703,5
ninf15_gradual,15,19,23,1.9185,0.2924,5
ninf15_gradual,15,19,24,2.2445,0.3507,5
ninf15_gradual,15,20,21,0.3783,0.047,5
ninf15_gradual,15,20,22,1.1809,0.1806,5
ninf15_gradual,15,20,23,2.0098,0.3166,5
ninf15_gradual,15,20,24,2.3409,0.3738,5
ninf15_gradual,15,21,22,0.8177,0.1316,5
ninf15_gradual,15,21,23,1.6461,0.2698,5
ninf15_gradual,15,21,24,1.9765,0.3264,5
ninf15_gradual,15,22,23,0.8327,0.138,5
ninf15_gradual,15,22,24,1.1624,0.1944,5
ninf15_gradual,15,23,24,0.3418,0.0541,5
